WAVELENGTH       R          %15.7g  angstroms
THROUGHPUT       R          %15.7g  ""
GRFTABLE t mtab$o4g13576m_tmg.fits
CMPTABLE t mtab$o9k1612hm_tmc.fits
EXPR     t acs,wfc1,f550m
APERAREA r 45238.93
ZEROPT   r -21.1
URESP    r 3.860100E-19
PIVWV    r 5581.206
BANDW    r 163.2712
TPEAK    r 0.3821064
EQUVW    r 203.7352
RECTW    r 533.1897
EMFLX    r 2.090060E-16
      3370.56   3.145449E-6
     3370.982   3.162331E-6
     3371.404   3.179277E-6
     3371.828   3.196355E-6
     3372.252   3.213494E-6
     3372.674   3.230606E-6
     3373.096   3.247766E-6
     3373.518   3.264968E-6
     3373.941   3.282232E-6
     3374.363   3.299553E-6
     3374.787   3.317008E-6
      3375.21   3.334433E-6
     3375.632   3.351923E-6
     3376.055   3.369454E-6
     3376.479   3.387136E-6
     3376.904   3.404870E-6
     3377.326   3.422559E-6
     3377.749   3.440307E-6
     3378.172   3.458109E-6
     3378.595   3.475996E-6
     3379.018   3.493946E-6
     3379.443   3.511987E-6
     3379.867   3.530082E-6
     3380.291   3.547348E-6
     3380.714   3.564295E-6
     3381.137   3.581295E-6
      3381.56   3.598323E-6
     3381.985   3.615480E-6
     3382.408   3.632622E-6
     3382.832   3.649822E-6
     3383.255   3.667062E-6
     3383.679   3.684360E-6
     3384.104   3.701776E-6
      3384.53   3.719251E-6
     3384.953   3.736697E-6
     3385.377   3.754206E-6
     3385.801   3.771766E-6
     3386.225   3.789356E-6
      3386.65   3.807080E-6
     3387.074   3.824784E-6
       3387.5   3.842614E-6
     3387.924   3.860423E-6
     3388.348   3.878287E-6
     3388.772   3.896200E-6
     3389.197   3.914165E-6
     3389.623   3.932237E-6
     3390.047   3.950245E-6
     3390.471   3.967951E-6
     3390.896   3.985707E-6
      3391.32   4.003502E-6
     3391.747   4.021413E-6
     3392.173   4.039399E-6
     3392.598   4.057374E-6
     3393.022   4.075407E-6
     3393.447   4.093440E-6
     3393.872   4.111533E-6
     3394.299   4.129774E-6
     3394.723   4.147987E-6
      3395.15   4.166329E-6
     3395.575   4.184637E-6
        3396.   4.202991E-6
     3396.425   4.221405E-6
     3396.852   4.239950E-6
     3397.278   4.258474E-6
     3397.703   4.277045E-6
     3398.128   4.295663E-6
     3398.553   4.314325E-6
     3398.979   4.333048E-6
     3399.408   4.351999E-6
     3399.833   4.370826E-6
     3400.259   4.390762E-6
     3400.685   4.411413E-6
     3401.111   4.432136E-6
     3401.538   4.453003E-6
     3401.964   4.473850E-6
      3402.39   4.494741E-6
     3402.817   4.515789E-6
     3403.243   4.536834E-6
     3403.669   4.557954E-6
     3404.095   4.579131E-6
     3404.523   4.600447E-6
      3404.95   4.621741E-6
     3405.376   4.643082E-6
     3405.802   4.664500E-6
     3406.229   4.685995E-6
     3406.657   4.707644E-6
     3407.085   4.729354E-6
     3407.511   4.751031E-6
     3407.938   4.772772E-6
     3408.365   4.794591E-6
     3408.791   4.816487E-6
      3409.22   4.838526E-6
     3409.646   4.860530E-6
     3410.073   4.882370E-6
     3410.502   4.903268E-6
     3410.929   4.924137E-6
     3411.356   4.945055E-6
     3411.783   4.966025E-6
     3412.212   4.987152E-6
     3412.639   5.008242E-6
     3413.066   5.029400E-6
     3413.493   5.050613E-6
     3413.923   5.071980E-6
      3414.35   5.093298E-6
     3414.779   5.114779E-6
     3415.207   5.136211E-6
     3415.634   5.157715E-6
     3416.062   5.179286E-6
     3416.491   5.200993E-6
     3416.919   5.222668E-6
     3417.346   5.244388E-6
     3417.774   5.266188E-6
     3418.204   5.288141E-6
     3418.632   5.310062E-6
      3419.06   5.332047E-6
      3419.49   5.354174E-6
     3419.918   5.376256E-6
     3420.346   5.398012E-6
     3420.774   5.419743E-6
     3421.202   5.441535E-6
     3421.632   5.463487E-6
     3422.061   5.485394E-6
     3422.491   5.507448E-6
     3422.919   5.529472E-6
     3423.348   5.551558E-6
     3423.776   5.573703E-6
     3424.207   5.596002E-6
     3424.635   5.618262E-6
     3425.064   5.640580E-6
     3425.493   5.662963E-6
     3425.923   5.685506E-6
     3426.352   5.708006E-6
     3426.781   5.730549E-6
     3427.212   5.753260E-6
     3427.641   5.775919E-6
      3428.07   5.798656E-6
     3428.499   5.821470E-6
      3428.93   5.844458E-6
     3429.359   5.867366E-6
     3429.789   5.890323E-6
      3430.22   5.912958E-6
     3430.649   5.935092E-6
     3431.079   5.957278E-6
     3431.508   5.979507E-6
     3431.939   6.001890E-6
     3432.369   6.024238E-6
     3432.799   6.046637E-6
     3433.229   6.069097E-6
      3433.66   6.091715E-6
      3434.09   6.114283E-6
     3434.522   6.137010E-6
     3434.952   6.159689E-6
     3435.382   6.182429E-6
     3435.812   6.205224E-6
     3436.242   6.228081E-6
     3436.674   6.251076E-6
     3437.104   6.274034E-6
     3437.534   6.297060E-6
     3437.966   6.320228E-6
     3438.397   6.343352E-6
     3438.827   6.366528E-6
     3439.259   6.389862E-6
      3439.69   6.413180E-6
      3440.12   6.436337E-6
     3440.551   6.459034E-6
     3440.982   6.481783E-6
     3441.414   6.504704E-6
     3441.847   6.527677E-6
     3442.278   6.550611E-6
     3442.709   6.573594E-6
      3443.14   6.596621E-6
     3443.571   6.619684E-6
     3444.002   6.642810E-6
     3444.435   6.666113E-6
     3444.866   6.689361E-6
     3445.297   6.712646E-6
     3445.728   6.735975E-6
     3446.162   6.759481E-6
     3446.593   6.782945E-6
     3447.026   6.806566E-6
     3447.458   6.830123E-6
     3447.889   6.853729E-6
     3448.321   6.877400E-6
     3448.752   6.901124E-6
     3449.186   6.925004E-6
      3449.62   6.948937E-6
     3450.052   6.972702E-6
     3450.483   6.995589E-6
     3450.915   7.018525E-6
     3451.347   7.041502E-6
     3451.781   7.064614E-6
     3452.213   7.087688E-6
     3452.646   7.110812E-6
     3453.078   7.133986E-6
      3453.51   7.157206E-6
     3453.944   7.180591E-6
     3454.378   7.204013E-6
     3454.811   7.227400E-6
     3455.243   7.250823E-6
     3455.676   7.274294E-6
     3456.108   7.297824E-6
     3456.541   7.321405E-6
     3456.975   7.345137E-6
      3457.41   7.368907E-6
     3457.843   7.392631E-6
     3458.276   7.416425E-6
     3458.708   7.440278E-6
     3459.141   7.464174E-6
     3459.576   7.488223E-6
      3460.01   7.512195E-6
     3460.443   7.535577E-6
     3460.876   7.559002E-6
     3461.309   7.582499E-6
     3461.746   7.606274E-6
     3462.179   7.629858E-6
     3462.613   7.653504E-6
     3463.046   7.677182E-6
     3463.479   7.700915E-6
     3463.913   7.724709E-6
     3464.347   7.748544E-6
     3464.782   7.772536E-6
     3465.218   7.796587E-6
     3465.652   7.820561E-6
     3466.085   7.844593E-6
     3466.519   7.868660E-6
     3466.955   7.892882E-6
     3467.389   7.917044E-6
     3467.823   7.941250E-6
     3468.257   7.965531E-6
     3468.691   7.989877E-6
     3469.127   8.014372E-6
     3469.564   8.038912E-6
     3469.998   8.063386E-6
     3470.432   8.086961E-6
     3470.867   8.110572E-6
     3471.301   8.134256E-6
     3471.736   8.157975E-6
     3472.172   8.181847E-6
     3472.607   8.205654E-6
     3473.043   8.229597E-6
     3473.478   8.253486E-6
     3473.913   8.277430E-6
     3474.348   8.301421E-6
     3474.785   8.325548E-6
     3475.219   8.349612E-6
     3475.655   8.373740E-6
      3476.09   8.397908E-6
     3476.525   8.422108E-6
     3476.962   8.446475E-6
     3477.399   8.470881E-6
     3477.834   8.495233E-6
      3478.27   8.519628E-6
     3478.705   8.544082E-6
      3479.14   8.568560E-6
     3479.578   8.593196E-6
     3480.013   8.617744E-6
     3480.449   8.641673E-6
     3480.886   8.665752E-6
     3481.322   8.689784E-6
     3481.758   8.713862E-6
     3482.196   8.738081E-6
     3482.632   8.762227E-6
     3483.068   8.786427E-6
     3483.504   8.810681E-6
      3483.94   8.834972E-6
     3484.376   8.859318E-6
     3484.814   8.883826E-6
     3485.252   8.908341E-6
     3485.688   8.932784E-6
     3486.125   8.957273E-6
     3486.561   8.981824E-6
     3486.997   9.006402E-6
     3487.436   9.031148E-6
     3487.872   9.055820E-6
     3488.309   9.080545E-6
     3488.748   9.105438E-6
     3489.184   9.130247E-6
     3489.621   9.155112E-6
      3490.06   9.180022E-6
     3490.497   9.204197E-6
     3490.933   9.228397E-6
      3491.37   9.252658E-6
     3491.807   9.276959E-6
     3492.247   9.301414E-6
     3492.684   9.325780E-6
     3493.123   9.350303E-6
      3493.56   9.374756E-6
     3493.997   9.399246E-6
     3494.435   9.423762E-6
     3494.874   9.448442E-6
     3495.312   9.473075E-6
     3495.749   9.497757E-6
     3496.187   9.522472E-6
     3496.626   9.547343E-6
     3497.064   9.572124E-6
     3497.501   9.596962E-6
     3497.941   9.621946E-6
     3498.379   9.646851E-6
     3498.817   9.671788E-6
     3499.255   9.696766E-6
     3499.693   9.721820E-6
     3500.133   9.743004E-6
     3500.571   9.754907E-6
     3501.011   9.766865E-6
     3501.449   9.778761E-6
     3501.888   9.790650E-6
     3502.328   9.802574E-6
     3502.766   9.814424E-6
     3503.205   9.826299E-6
     3503.643   9.838193E-6
     3504.082   9.850084E-6
     3504.522   9.861990E-6
     3504.963   9.873899E-6
     3505.402   9.885747E-6
     3505.841   9.897587E-6
      3506.28   9.909420E-6
     3506.719   9.921238E-6
     3507.157   9.933061E-6
     3507.596   9.944894E-6
     3508.037   9.956771E-6
     3508.477   9.968583E-6
     3508.916   9.980386E-6
     3509.357   9.992237E-6
     3509.796   1.000403E-5
     3510.237   1.001535E-5
     3510.677   1.002620E-5
     3511.116   1.003704E-5
     3511.556   1.004788E-5
     3511.995   1.005871E-5
     3512.437   1.006957E-5
     3512.878   1.008042E-5
     3513.318   1.009121E-5
     3513.758   1.010199E-5
     3514.198   1.011277E-5
     3514.638   1.012355E-5
     3515.078   1.013432E-5
      3515.52   1.014514E-5
     3515.959   1.015591E-5
       3516.4   1.016666E-5
      3516.84   1.017740E-5
     3517.282   1.018817E-5
     3517.722   1.019888E-5
     3518.165   1.020964E-5
     3518.605   1.022035E-5
     3519.045   1.023105E-5
     3519.486   1.024175E-5
     3519.928   1.025249E-5
     3520.369   1.026293E-5
     3520.812   1.027337E-5
     3521.252   1.028374E-5
     3521.693   1.029411E-5
     3522.134   1.030446E-5
     3522.575   1.031480E-5
     3523.016   1.032515E-5
     3523.459   1.033551E-5
       3523.9   1.034582E-5
     3524.341   1.035614E-5
     3524.782   1.036646E-5
     3525.225   1.037681E-5
     3525.668   1.038714E-5
      3526.11   1.039743E-5
     3526.551   1.040770E-5
     3526.992   1.041797E-5
     3527.434   1.042821E-5
     3527.877   1.043850E-5
     3528.319   1.044873E-5
     3528.763   1.045899E-5
     3529.204   1.046921E-5
     3529.646   1.047943E-5
     3530.088   1.048961E-5
      3530.53   1.049968E-5
     3530.974   1.050979E-5
     3531.416   1.051982E-5
     3531.858   1.052984E-5
       3532.3   1.053985E-5
     3532.742   1.054985E-5
     3533.186   1.055989E-5
      3533.63   1.056994E-5
     3534.073   1.057993E-5
     3534.515   1.058993E-5
     3534.958   1.059992E-5
       3535.4   1.060987E-5
     3535.844   1.061986E-5
     3536.287   1.062980E-5
     3536.732   1.063978E-5
     3537.174   1.064972E-5
     3537.617   1.065964E-5
      3538.06   1.066955E-5
     3538.505   1.067948E-5
     3538.948   1.068937E-5
     3539.391   1.069924E-5
     3539.834   1.070911E-5
     3540.277   1.071833E-5
     3540.722   1.072718E-5
     3541.165   1.073598E-5
      3541.61   1.074480E-5
     3542.054   1.075358E-5
     3542.497   1.076236E-5
      3542.94   1.077112E-5
     3543.384   1.077988E-5
     3543.829   1.078866E-5
     3544.275   1.079743E-5
     3544.719   1.080613E-5
     3545.162   1.081484E-5
     3545.606   1.082355E-5
      3546.05   1.083224E-5
     3546.496   1.084096E-5
      3546.94   1.084963E-5
     3547.384   1.085829E-5
     3547.828   1.086694E-5
     3548.272   1.087559E-5
     3548.718   1.088426E-5
     3549.162   1.089286E-5
     3549.608   1.090147E-5
     3550.053   1.091006E-5
     3550.497   1.091881E-5
     3550.943   1.092759E-5
     3551.386   1.093627E-5
     3551.833   1.094501E-5
     3552.279   1.095374E-5
     3552.724   1.096243E-5
     3553.168   1.097111E-5
     3553.613   1.097978E-5
      3554.06   1.098847E-5
     3554.505   1.099710E-5
      3554.95   1.100572E-5
     3555.395   1.101434E-5
      3555.84   1.102296E-5
     3556.285   1.103156E-5
     3556.732   1.104018E-5
     3557.177   1.104876E-5
     3557.625   1.105737E-5
      3558.07   1.106592E-5
     3558.515   1.107448E-5
     3558.962   1.108306E-5
     3559.408   1.109159E-5
     3559.854   1.110010E-5
     3560.301   1.110807E-5
     3560.747   1.111573E-5
     3561.192   1.112335E-5
     3561.638   1.113096E-5
     3562.086   1.113859E-5
     3562.532   1.114620E-5
     3562.978   1.115379E-5
     3563.424   1.116137E-5
      3563.87   1.116893E-5
     3564.316   1.117647E-5
     3564.764   1.118404E-5
     3565.212   1.119160E-5
     3565.659   1.119911E-5
     3566.105   1.120662E-5
     3566.551   1.121412E-5
        3567.   1.122164E-5
     3567.446   1.122911E-5
     3567.893   1.123656E-5
     3568.341   1.124403E-5
     3568.788   1.125146E-5
     3569.235   1.125888E-5
     3569.684   1.126632E-5
      3570.13   1.127376E-5
     3570.577   1.128130E-5
     3571.024   1.128884E-5
     3571.471   1.129637E-5
      3571.92   1.130393E-5
     3572.365   1.131139E-5
     3572.814   1.131891E-5
     3573.264   1.132642E-5
     3573.711   1.133388E-5
     3574.158   1.134133E-5
     3574.606   1.134876E-5
     3575.055   1.135621E-5
     3575.503   1.136362E-5
      3575.95   1.137103E-5
       3576.4   1.137845E-5
     3576.847   1.138583E-5
     3577.295   1.139321E-5
     3577.745   1.140061E-5
     3578.193   1.140796E-5
     3578.641   1.141530E-5
     3579.089   1.142263E-5
     3579.537   1.142995E-5
     3579.987   1.143729E-5
     3580.435   1.144405E-5
     3580.883   1.145078E-5
     3581.333   1.145755E-5
     3581.781   1.146429E-5
      3582.23   1.147101E-5
     3582.678   1.147771E-5
     3583.129   1.148443E-5
     3583.577   1.149111E-5
     3584.026   1.149777E-5
     3584.476   1.150447E-5
     3584.925   1.151112E-5
     3585.376   1.151775E-5
     3585.824   1.152435E-5
     3586.273   1.153095E-5
     3586.722   1.153755E-5
     3587.171   1.154413E-5
      3587.62   1.155070E-5
     3588.071   1.155728E-5
     3588.521   1.156382E-5
      3588.97   1.157035E-5
     3589.419   1.157685E-5
      3589.87   1.158336E-5
      3590.32   1.159005E-5
     3590.771   1.159685E-5
      3591.22   1.160359E-5
      3591.67   1.161032E-5
      3592.12   1.161704E-5
     3592.571   1.162378E-5
     3593.021   1.163048E-5
     3593.473   1.163720E-5
     3593.922   1.164388E-5
     3594.372   1.165053E-5
     3594.822   1.165718E-5
     3595.272   1.166381E-5
     3595.722   1.167044E-5
     3596.174   1.167709E-5
     3596.625   1.168369E-5
     3597.075   1.169028E-5
     3597.525   1.169686E-5
     3597.977   1.170346E-5
     3598.429   1.171004E-5
      3598.88   1.171658E-5
     3599.331   1.172312E-5
     3599.781   1.172963E-5
     3600.232   1.173711E-5
     3600.684   1.174552E-5
     3601.137   1.175391E-5
     3601.588   1.176224E-5
     3602.039   1.177056E-5
      3602.49   1.177890E-5
      3602.94   1.178723E-5
     3603.391   1.179551E-5
     3603.844   1.180380E-5
     3604.295   1.181204E-5
     3604.747   1.182027E-5
     3605.198   1.182849E-5
     3605.649   1.183668E-5
     3606.103   1.184491E-5
     3606.556   1.185312E-5
     3607.007   1.186129E-5
     3607.459   1.186944E-5
      3607.91   1.187758E-5
     3608.362   1.188569E-5
     3608.816   1.189382E-5
     3609.269   1.190194E-5
     3609.721   1.191001E-5
     3610.173   1.191799E-5
     3610.625   1.192581E-5
     3611.077   1.193361E-5
     3611.529   1.194138E-5
     3611.983   1.194916E-5
     3612.435   1.195691E-5
     3612.887   1.196464E-5
      3613.34   1.197235E-5
     3613.794   1.198007E-5
     3614.248   1.198778E-5
     3614.701   1.199545E-5
     3615.153   1.200311E-5
     3615.605   1.201074E-5
     3616.058   1.201836E-5
     3616.511   1.202596E-5
     3616.966   1.203358E-5
      3617.42   1.204119E-5
     3617.873   1.204875E-5
     3618.326   1.205630E-5
     3618.779   1.206383E-5
     3619.232   1.207134E-5
     3619.687   1.207886E-5
      3620.14   1.208625E-5
     3620.593   1.209346E-5
     3621.046   1.210065E-5
       3621.5   1.210782E-5
     3621.955   1.211499E-5
      3622.41   1.212217E-5
     3622.864   1.212930E-5
     3623.317   1.213640E-5
     3623.771   1.214349E-5
     3624.224   1.215056E-5
     3624.678   1.215762E-5
     3625.134   1.216470E-5
     3625.589   1.217173E-5
     3626.043   1.217873E-5
     3626.497   1.218572E-5
     3626.951   1.219269E-5
     3627.405   1.219967E-5
     3627.861   1.220666E-5
     3628.315   1.221359E-5
      3628.77   1.222050E-5
     3629.224   1.222740E-5
     3629.678   1.223429E-5
     3630.134   1.224120E-5
     3630.591   1.224814E-5
     3631.045   1.225503E-5
       3631.5   1.226191E-5
     3631.954   1.226877E-5
     3632.411   1.227564E-5
     3632.865   1.228247E-5
      3633.32   1.228930E-5
     3633.777   1.229615E-5
     3634.232   1.230293E-5
     3634.687   1.230968E-5
     3635.142   1.231643E-5
     3635.599   1.232320E-5
     3636.054   1.232993E-5
     3636.509   1.233663E-5
     3636.964   1.234331E-5
      3637.42   1.234999E-5
     3637.875   1.235665E-5
     3638.332   1.236331E-5
      3638.79   1.236994E-5
     3639.245   1.237655E-5
     3639.701   1.238314E-5
     3640.156   1.239001E-5
     3640.614   1.239744E-5
      3641.07   1.240483E-5
     3641.525   1.241222E-5
     3641.983   1.241963E-5
     3642.439   1.242697E-5
     3642.895   1.243429E-5
     3643.353   1.244165E-5
     3643.809   1.244896E-5
     3644.265   1.245626E-5
     3644.721   1.246353E-5
     3645.178   1.247080E-5
     3645.636   1.247809E-5
      3646.09   1.248530E-5
     3646.549   1.249254E-5
     3647.007   1.249977E-5
     3647.464   1.250695E-5
      3647.92   1.251411E-5
     3648.377   1.252126E-5
     3648.836   1.252844E-5
     3649.292   1.253556E-5
     3649.749   1.254267E-5
     3650.208   1.254966E-5
     3650.665   1.255644E-5
     3651.122   1.256320E-5
     3651.581   1.256999E-5
     3652.038   1.257674E-5
     3652.495   1.258344E-5
     3652.952   1.259013E-5
      3653.41   1.259682E-5
     3653.869   1.260352E-5
     3654.326   1.261018E-5
     3654.784   1.261683E-5
     3655.243   1.262348E-5
     3655.701   1.263007E-5
     3656.158   1.263666E-5
     3656.616   1.264323E-5
     3657.076   1.264982E-5
     3657.533   1.265637E-5
     3657.991   1.266290E-5
     3658.451   1.266944E-5
     3658.909   1.267594E-5
     3659.367   1.268242E-5
     3659.827   1.268891E-5
     3660.285   1.269517E-5
     3660.744   1.270130E-5
     3661.202   1.270740E-5
      3661.66   1.271348E-5
      3662.12   1.271957E-5
     3662.579   1.272562E-5
     3663.037   1.273166E-5
     3663.498   1.273771E-5
     3663.957   1.274372E-5
     3664.415   1.274972E-5
